"","Date","waterYear","Temperature_C","cond_uScm","wy_doy","ice_or_no","ice_presence","Flow","cumulative_dis"
"1",2013-09-14,2013,6.8,18.33,349,0,"no ice",25.8,2101.99
"2",2013-09-15,2013,6.6,18.59,350,0,"no ice",27.4,2129.39
"3",2013-09-16,2013,6.5,18.65,351,0,"no ice",17.7,2147.09
"4",2013-09-17,2013,7.3,19.15,352,0,"no ice",15.1,2162.19
"5",2013-09-18,2013,7.4,19.2,353,0,"no ice",15.7,2177.89
"6",2013-09-19,2013,6.6,19.27,354,0,"no ice",12.7,2190.59
"7",2013-09-20,2013,6.4,19.68,355,0,"no ice",9.97,2200.56
"8",2013-09-21,2013,6.5,20.15,356,0,"no ice",9.59,2210.15
"9",2013-09-22,2013,6.5,20.2,357,0,"no ice",11.6,2221.75
"10",2013-09-23,2013,4,19.99,358,0,"no ice",9.84,2231.59
"11",2013-09-24,2013,3,20.18,359,0,"no ice",8.82,2240.41
"12",2013-09-25,2013,4.2,20.31,360,0,"no ice",7.79,2248.2
"13",2013-09-26,2013,5.4,20.49,361,0,"no ice",7.46,2255.66
"14",2013-09-27,2013,4.6,20.45,362,0,"no ice",6.36,2262.02
"15",2013-09-28,2013,1.5,20.45,363,0,"no ice",6.13,2268.15
"16",2013-09-29,2013,1.7,20.48,364,0,"no ice",5.66,2273.81
"17",2013-09-30,2013,2.4,20.62,365,0,"no ice",5.19,2279
"188",2013-10-01,2014,3.1,20.63,1,0,"no ice",4.79,4.79
"189",2013-10-02,2014,3.3,20.68,2,0,"no ice",4.38,9.17
"190",2013-10-03,2014,3.1,20.74,3,0,"no ice",4.38,13.55
"191",2013-10-04,2014,1.2,20.79,4,0,"no ice",3.65,17.2
"192",2013-10-05,2014,0,20.84,5,0,"no ice",3.54,20.74
"193",2013-10-06,2014,0.7,20.9,6,0,"no ice",3.34,24.08
"194",2013-10-07,2014,1.7,20.95,7,0,"no ice",3.13,27.21
"195",2013-10-08,2014,2.3,21.04,8,0,"no ice",2.96,30.17
"196",2013-10-09,2014,3.2,21.1,9,0,"no ice",2.88,33.05
"197",2013-10-10,2014,3.4,21.02,10,0,"no ice",2.37,35.42
"198",2013-10-11,2014,0.2,20.78,11,0,"no ice",2.46,37.88
"199",2013-10-12,2014,0.5,20.88,12,0,"no ice",2.45,40.33
"200",2013-10-13,2014,1.7,21.08,13,0,"no ice",2.56,42.89
"201",2013-10-14,2014,2.1,20.91,14,0,"no ice",2.5,45.39
"202",2013-10-15,2014,2.1,21.25,15,0,"no ice",2.38,47.77
"203",2013-10-16,2014,2,21.63,16,0,"no ice",2.26,50.03
"204",2013-10-17,2014,2.3,22.06,17,0,"no ice",2.23,52.26
"205",2013-10-18,2014,2.5,22.13,18,0,"no ice",2.08,54.34
"206",2013-10-19,2014,2.5,21.93,19,0,"no ice",2.06,56.4
"207",2013-10-20,2014,2.9,22.06,20,0,"no ice",2.04,58.44
"208",2013-10-21,2014,2.7,22.65,21,0,"no ice",1.96,60.4
"209",2013-10-22,2014,2.9,22.51,22,1,"ice",1.98,62.38
"210",2013-10-23,2014,3.5,22.45,23,1,"ice",2.04,64.42
"211",2013-10-24,2014,3.8,22.36,24,1,"ice",2.15,66.57
"212",2013-10-25,2014,3.9,22.24,25,1,"ice",2.23,68.8
"213",2013-10-26,2014,3.9,21.95,26,1,"ice",2.21,71.01
"214",2013-10-27,2014,3.5,21.96,27,1,"ice",2.2,73.21
"215",2013-10-28,2014,3.7,21.97,28,1,"ice",2.12,75.33
"216",2013-10-29,2014,3.4,21.98,29,1,"ice",2.12,77.45
"217",2013-10-30,2014,2.7,21.99,30,1,"ice",1.91,79.36
"218",2013-10-31,2014,1.6,22.01,31,1,"ice",1.85,81.21
"219",2013-11-01,2014,1.4,22.02,32,1,"ice",1.68,82.89
"220",2013-11-02,2014,1.3,22.03,33,1,"ice",1.59,84.48
"221",2013-11-03,2014,1.4,22.04,34,1,"ice",1.6,86.08
"222",2013-11-04,2014,1.4,22.05,35,1,"ice",1.54,87.62
"223",2013-11-05,2014,1.3,22.06,36,1,"ice",1.39,89.01
"224",2013-11-06,2014,0.9,22.07,37,1,"ice",1.33,90.34
"225",2013-11-07,2014,1.6,22.08,38,1,"ice",1.31,91.65
"226",2013-11-08,2014,2.1,22.09,39,1,"ice",1.3,92.95
"227",2013-11-09,2014,2.5,22.1,40,1,"ice",1.33,94.28
"228",2013-11-10,2014,2.9,22.11,41,1,"ice",1.32,95.6
"229",2013-11-11,2014,2.8,22.13,42,1,"ice",1.29,96.89
"230",2013-11-12,2014,3,22.14,43,1,"ice",1.22,98.11
"231",2013-11-13,2014,2.6,22.15,44,1,"ice",1.14,99.25
"232",2013-11-14,2014,2.6,22.16,45,1,"ice",1.2,100.45
"233",2013-11-15,2014,2.5,22.17,46,1,"ice",1.14,101.59
"234",2013-11-16,2014,1.2,22.18,47,1,"ice",1.07,102.66
"235",2013-11-17,2014,0.9,22.19,48,1,"ice",1,103.66
"236",2013-11-18,2014,1.5,22.2,49,1,"ice",1.01,104.67
"237",2013-11-19,2014,1.8,22.21,50,1,"ice",1.03,105.7
"238",2013-11-20,2014,2,22.22,51,1,"ice",1.05,106.75
"239",2013-11-21,2014,1.8,22.23,52,1,"ice",1.06,107.81
"240",2013-11-22,2014,1.6,22.25,53,1,"ice",1.08,108.89
"241",2013-11-23,2014,1.6,22.26,54,1,"ice",1.09,109.98
"242",2013-11-24,2014,1.6,22.27,55,1,"ice",1.11,111.09
"243",2013-11-25,2014,1.5,22.28,56,1,"ice",1.08,112.17
"244",2013-11-26,2014,1,22.29,57,1,"ice",1.04,113.21
"245",2013-11-27,2014,0.7,22.3,58,1,"ice",1.01,114.22
"246",2013-11-28,2014,1.1,22.31,59,1,"ice",0.98,115.2
"247",2013-11-29,2014,0.6,22.32,60,1,"ice",0.95,116.15
"248",2013-11-30,2014,0.7,22.33,61,1,"ice",0.91,117.06
"249",2013-12-01,2014,0.7,22.34,62,1,"ice",0.88,117.94
"250",2013-12-02,2014,0.6,22.35,63,1,"ice",0.85,118.79
"251",2013-12-03,2014,0.6,22.36,64,1,"ice",0.82,119.61
"252",2013-12-04,2014,0.6,22.38,65,1,"ice",0.78,120.39
"253",2013-12-05,2014,0.5,22.39,66,1,"ice",0.75,121.14
"254",2013-12-06,2014,0.5,22.4,67,1,"ice",0.72,121.86
"255",2013-12-07,2014,0.5,22.41,68,1,"ice",0.69,122.55
"256",2013-12-08,2014,0.5,22.42,69,1,"ice",0.66,123.21
"257",2013-12-09,2014,0.4,22.43,70,1,"ice",0.65,123.86
"258",2013-12-10,2014,0.5,22.44,71,1,"ice",0.64,124.5
"259",2013-12-11,2014,0.5,22.45,72,1,"ice",0.64,125.14
"260",2013-12-12,2014,0.6,22.46,73,1,"ice",0.63,125.77
"261",2013-12-13,2014,0.6,22.47,74,1,"ice",0.63,126.4
"262",2013-12-14,2014,0.5,22.48,75,1,"ice",0.62,127.02
"263",2013-12-15,2014,0.7,22.5,76,1,"ice",0.62,127.64
"18",2014-09-14,2014,7,15.43,349,0,"no ice",7.26,2266.74
"19",2014-09-15,2014,7.5,15.58,350,0,"no ice",6.7,2273.44
"20",2014-09-16,2014,8.4,15.66,351,0,"no ice",6.33,2279.77
"21",2014-09-17,2014,9.1,15.77,352,0,"no ice",6.01,2285.78
"22",2014-09-18,2014,9.7,15.78,353,0,"no ice",5.68,2291.46
"23",2014-09-19,2014,10.3,15.8,354,0,"no ice",5.56,2297.02
"24",2014-09-20,2014,10.9,15.78,355,0,"no ice",5.55,2302.57
"25",2014-09-21,2014,11,15.78,356,0,"no ice",6.02,2308.59
"26",2014-09-22,2014,9.6,15.48,357,0,"no ice",7.56,2316.15
"27",2014-09-23,2014,8,15.35,358,0,"no ice",8.39,2324.54
"28",2014-09-24,2014,8.3,15.77,359,0,"no ice",8.06,2332.6
"29",2014-09-25,2014,9.6,15.97,360,0,"no ice",7.37,2339.97
"30",2014-09-26,2014,10.2,16.24,361,0,"no ice",6.83,2346.8
"31",2014-09-27,2014,10.5,16.48,362,0,"no ice",6.57,2353.37
"32",2014-09-28,2014,9.4,16.55,363,0,"no ice",7.44,2360.81
"33",2014-09-29,2014,7.7,16.46,364,0,"no ice",9.1,2369.91
"34",2014-09-30,2014,4,16.42,365,0,"no ice",8.98,2378.89
"264",2014-10-01,2015,2.7,16.73,1,0,"no ice",8.18,8.18
"265",2014-10-02,2015,1.6,17.01,2,0,"no ice",6.8,14.98
"266",2014-10-03,2015,1.3,17.27,3,0,"no ice",5.91,20.89
"267",2014-10-04,2015,1.3,17.5,4,0,"no ice",5.64,26.53
"268",2014-10-05,2015,2.2,17.58,5,0,"no ice",5.21,31.74
"269",2014-10-06,2015,3.1,17.6,6,0,"no ice",4.82,36.56
"270",2014-10-07,2015,3.7,17.69,7,0,"no ice",4.69,41.25
"271",2014-10-08,2015,4.8,17.69,8,0,"no ice",4.68,45.93
"272",2014-10-09,2015,4.7,17.66,9,0,"no ice",4.99,50.92
"273",2014-10-10,2015,4.2,17.66,10,0,"no ice",5.21,56.13
"274",2014-10-11,2015,4.5,17.63,11,0,"no ice",4.93,61.06
"275",2014-10-12,2015,3.3,17.69,12,0,"no ice",4.44,65.5
"276",2014-10-13,2015,2,17.85,13,0,"no ice",3.87,69.37
"277",2014-10-14,2015,1.5,18.08,14,0,"no ice",3.7,73.07
"278",2014-10-15,2015,2.2,18.22,15,0,"no ice",3.32,76.39
"279",2014-10-16,2015,2.4,17.74,16,0,"no ice",3.31,79.7
"280",2014-10-17,2015,3,17.84,17,0,"no ice",3.21,82.91
"281",2014-10-18,2015,3.3,17.99,18,0,"no ice",3.02,85.93
"282",2014-10-19,2015,3.9,18.13,19,0,"no ice",2.83,88.76
"283",2014-10-20,2015,4,18.28,20,0,"no ice",2.72,91.48
"284",2014-10-21,2015,4.1,18.42,21,0,"no ice",2.54,94.02
"285",2014-10-22,2015,3.3,18.57,22,0,"no ice",2.17,96.19
"286",2014-10-23,2015,2.7,18.71,23,0,"no ice",2.05,98.24
"287",2014-10-24,2015,2.7,18.86,24,0,"no ice",1.99,100.23
"288",2014-10-25,2015,2.7,19.01,25,0,"no ice",1.85,102.08
"289",2014-10-26,2015,2.8,19.15,26,0,"no ice",1.85,103.93
"290",2014-10-27,2015,0.6,19.3,27,0,"no ice",1.71,105.64
"291",2014-10-28,2015,0,19.44,28,0,"no ice",1.71,107.35
"292",2014-10-29,2015,0,19.59,29,0,"no ice",1.66,109.01
"293",2014-10-30,2015,0.3,19.73,30,0,"no ice",1.61,110.62
"294",2014-10-31,2015,1.1,19.88,31,0,"no ice",1.57,112.19
"295",2014-11-01,2015,1.6,20.02,32,0,"no ice",1.52,113.71
"296",2014-11-02,2015,1.1,20.17,33,0,"no ice",1.47,115.18
"297",2014-11-03,2015,0.2,20.31,34,0,"no ice",1.43,116.61
"298",2014-11-04,2015,0,20.46,35,0,"no ice",1.38,117.99
"299",2014-11-05,2015,-0.1,20.61,36,0,"no ice",1.34,119.33
"300",2014-11-06,2015,0.5,20.75,37,0,"no ice",1.29,120.62
"301",2014-11-07,2015,0.3,20.9,38,0,"no ice",1.24,121.86
"302",2014-11-08,2015,0,21.04,39,0,"no ice",1.16,123.02
"303",2014-11-09,2015,0.3,21.19,40,0,"no ice",1.19,124.21
"304",2014-11-10,2015,0,21.33,41,0,"no ice",1.16,125.37
"305",2014-11-11,2015,0,21.48,42,0,"no ice",1.12,126.49
"306",2014-11-12,2015,0,21.62,43,0,"no ice",1.09,127.58
"307",2014-11-13,2015,0,21.77,44,0,"no ice",1.06,128.64
"308",2014-11-14,2015,0,21.91,45,0,"no ice",1.05,129.69
"309",2014-11-15,2015,0,22.06,46,0,"no ice",0.98,130.67
"310",2014-11-16,2015,0,22.21,47,0,"no ice",0.89,131.56
"311",2014-11-17,2015,0,22.35,48,0,"no ice",0.78,132.34
"312",2014-11-18,2015,0,22.5,49,1,"ice",0.77,133.11
"313",2014-11-19,2015,0,22.64,50,1,"ice",0.7,133.81
"314",2014-11-20,2015,0,22.79,51,1,"ice",0.65,134.46
"315",2014-11-21,2015,0,22.93,52,1,"ice",0.57,135.03
"316",2014-11-22,2015,0,23.08,53,1,"ice",0.55,135.58
"317",2014-11-23,2015,-0.1,23.22,54,1,"ice",0.53,136.11
"318",2014-11-24,2015,-0.1,23.37,55,1,"ice",0.51,136.62
"319",2014-11-25,2015,-0.1,23.51,56,1,"ice",0.5,137.12
"320",2014-11-26,2015,-0.1,23.66,57,1,"ice",0.48,137.6
"321",2014-11-27,2015,-0.1,23.81,58,1,"ice",0.46,138.06
"322",2014-11-28,2015,-0.1,23.95,59,1,"ice",0.44,138.5
"323",2014-11-29,2015,-0.1,24.1,60,1,"ice",0.42,138.92
"324",2014-11-30,2015,-0.1,24.24,61,1,"ice",0.4,139.32
"325",2014-12-01,2015,-0.1,NA,62,1,"ice",0.4,139.72
"326",2014-12-02,2015,-0.1,NA,63,1,"ice",0.4,140.12
"327",2014-12-03,2015,-0.1,24.67,64,1,"ice",0.4,140.52
"328",2014-12-04,2015,-0.1,24.71,65,1,"ice",0.4,140.92
"329",2014-12-05,2015,-0.1,24.72,66,1,"ice",0.4,141.32
"330",2014-12-06,2015,-0.1,24.73,67,1,"ice",0.39,141.71
"331",2014-12-07,2015,-0.1,24.74,68,1,"ice",0.39,142.1
"332",2014-12-08,2015,0,24.74,69,1,"ice",0.39,142.49
"333",2014-12-09,2015,0,24.75,70,1,"ice",0.39,142.88
"334",2014-12-10,2015,0,24.76,71,1,"ice",0.39,143.27
"335",2014-12-11,2015,0,24.77,72,1,"ice",0.39,143.66
"336",2014-12-12,2015,0,24.78,73,1,"ice",0.39,144.05
"337",2014-12-13,2015,0,24.79,74,1,"ice",0.39,144.44
"338",2014-12-14,2015,0,24.8,75,1,"ice",0.39,144.83
"339",2014-12-15,2015,0,24.81,76,1,"ice",0.39,145.22
"35",2015-09-14,2015,10.3,12.52,349,0,"no ice",2.75,2228.45
"36",2015-09-15,2015,8.7,12.39,350,0,"no ice",2.71,2231.16
"37",2015-09-16,2015,8.6,12.38,351,0,"no ice",2.67,2233.83
"38",2015-09-17,2015,8.2,12.49,352,0,"no ice",2.62,2236.45
"39",2015-09-18,2015,8.5,12.57,353,0,"no ice",2.58,2239.03
"40",2015-09-19,2015,8.3,12.74,354,0,"no ice",2.54,2241.57
"41",2015-09-20,2015,7.6,12.95,355,0,"no ice",2.5,2244.07
"42",2015-09-21,2015,7.9,13.15,356,0,"no ice",2.46,2246.53
"43",2015-09-22,2015,8.5,13.26,357,0,"no ice",2.43,2248.96
"44",2015-09-23,2015,9.1,13.44,358,0,"no ice",2.39,2251.35
"45",2015-09-24,2015,9.6,13.61,359,0,"no ice",2.39,2253.74
"46",2015-09-25,2015,10.2,13.68,360,0,"no ice",2.43,2256.17
"47",2015-09-26,2015,11,13.83,361,0,"no ice",2.48,2258.65
"48",2015-09-27,2015,11.7,13.96,362,0,"no ice",2.32,2260.97
"49",2015-09-28,2015,10.8,14.04,363,0,"no ice",2.32,2263.29
"50",2015-09-29,2015,10.6,14.1,364,0,"no ice",2.12,2265.41
"51",2015-09-30,2015,9.5,14.18,365,0,"no ice",NA,NA
"340",2015-10-01,2016,9.1,14.22,1,0,"no ice",1.87,1.87
"341",2015-10-02,2016,9.1,14.25,2,0,"no ice",1.86,3.73
"342",2015-10-03,2016,8.4,14.35,3,0,"no ice",1.86,5.59
"343",2015-10-04,2016,8.8,14.37,4,0,"no ice",1.91,7.5
"344",2015-10-05,2016,8.4,14.58,5,0,"no ice",1.84,9.34
"345",2015-10-06,2016,7.6,14.49,6,0,"no ice",1.8,11.14
"346",2015-10-07,2016,7.4,14.38,7,0,"no ice",1.82,12.96
"347",2015-10-08,2016,7.3,14.6,8,0,"no ice",1.8,14.76
"348",2015-10-09,2016,7.6,14.61,9,0,"no ice",1.74,16.5
"349",2015-10-10,2016,6.8,14.86,10,0,"no ice",1.56,18.06
"350",2015-10-11,2016,6.5,14.95,11,0,"no ice",1.39,19.45
"351",2015-10-12,2016,4.9,15.05,12,0,"no ice",1.24,20.69
"352",2015-10-13,2016,4.5,15.14,13,0,"no ice",1.28,21.97
"353",2015-10-14,2016,4.5,15.24,14,0,"no ice",1.34,23.31
"354",2015-10-15,2016,4.7,15.33,15,0,"no ice",1.42,24.73
"355",2015-10-16,2016,5.4,15.42,16,0,"no ice",1.5,26.23
"356",2015-10-17,2016,5.7,15.52,17,0,"no ice",1.58,27.81
"357",2015-10-18,2016,5.9,15.61,18,0,"no ice",1.62,29.43
"358",2015-10-19,2016,5.4,15.71,19,0,"no ice",1.61,31.04
"359",2015-10-20,2016,4.6,15.8,20,0,"no ice",1.52,32.56
"360",2015-10-21,2016,3.5,15.9,21,0,"no ice",1.52,34.08
"361",2015-10-22,2016,2.4,15.99,22,0,"no ice",1.52,35.6
"362",2015-10-23,2016,2.2,16.08,23,0,"no ice",1.46,37.06
"363",2015-10-24,2016,1.8,16.18,24,0,"no ice",1.33,38.39
"364",2015-10-25,2016,1.9,16.27,25,0,"no ice",1.29,39.68
"365",2015-10-26,2016,2,16.37,26,0,"no ice",1.32,41
"366",2015-10-27,2016,0.8,16.46,27,0,"no ice",1.29,42.29
"367",2015-10-28,2016,0,16.55,28,0,"no ice",1.14,43.43
"368",2015-10-29,2016,0.2,16.65,29,0,"no ice",1.09,44.52
"369",2015-10-30,2016,0.2,16.74,30,0,"no ice",1.16,45.68
"370",2015-10-31,2016,0.4,16.84,31,0,"no ice",1.14,46.82
"371",2015-11-01,2016,0.8,16.93,32,0,"no ice",1.12,47.94
"372",2015-11-02,2016,1.2,17.02,33,0,"no ice",1.12,49.06
"373",2015-11-03,2016,2.1,17.18,34,0,"no ice",1.16,50.22
"374",2015-11-04,2016,2.5,17.21,35,0,"no ice",1.19,51.41
"375",2015-11-05,2016,1.6,17.18,36,0,"no ice",1.24,52.65
"376",2015-11-06,2016,1.8,17.25,37,0,"no ice",1.14,53.79
"377",2015-11-07,2016,1.8,17.9,38,0,"no ice",1.1,54.89
"378",2015-11-08,2016,2.6,18.32,39,0,"no ice",1.11,56
"379",2015-11-09,2016,2.3,18.51,40,0,"no ice",1.04,57.04
"380",2015-11-10,2016,2.7,18.75,41,0,"no ice",1.02,58.06
"381",2015-11-11,2016,1.2,18.81,42,0,"no ice",0.99,59.05
"382",2015-11-12,2016,1.4,19.16,43,0,"no ice",0.86,59.91
"383",2015-11-13,2016,2,19.72,44,0,"no ice",0.85,60.76
"384",2015-11-14,2016,2.4,19.82,45,0,"no ice",0.85,61.61
"385",2015-11-15,2016,2.1,19.94,46,1,"ice",0.78,62.39
"386",2015-11-16,2016,2.5,20.14,47,1,"ice",0.81,63.2
"387",2015-11-17,2016,1.7,20.39,48,1,"ice",0.77,63.97
"388",2015-11-18,2016,0.6,20.9,49,1,"ice",0.7,64.67
"389",2015-11-19,2016,1.1,21.57,50,1,"ice",0.67,65.34
"390",2015-11-20,2016,1.2,21.75,51,1,"ice",0.63,65.97
"391",2015-11-21,2016,0.6,21.46,52,1,"ice",0.53,66.5
"392",2015-11-22,2016,1.1,21.46,53,1,"ice",0.46,66.96
"393",2015-11-23,2016,1.4,21.71,54,1,"ice",0.45,67.41
"394",2015-11-24,2016,1.5,21.73,55,1,"ice",0.44,67.85
"395",2015-11-25,2016,1.7,21.73,56,1,"ice",0.47,68.32
"396",2015-11-26,2016,1.7,21.74,57,1,"ice",0.52,68.84
"397",2015-11-27,2016,1.3,22.84,58,1,"ice",0.52,69.36
"398",2015-11-28,2016,0.9,23.49,59,1,"ice",0.43,69.79
"399",2015-11-29,2016,0.8,23.57,60,1,"ice",0.3,70.09
"400",2015-11-30,2016,0.3,22.96,61,1,"ice",0.24,70.33
"401",2015-12-01,2016,0.6,21.99,62,1,"ice",0.25,70.58
"402",2015-12-02,2016,1.1,21.91,63,1,"ice",0.27,70.85
"403",2015-12-03,2016,1.2,22.26,64,1,"ice",0.26,71.11
"404",2015-12-04,2016,1.3,22.33,65,1,"ice",0.26,71.37
"405",2015-12-05,2016,1.3,22.46,66,1,"ice",0.24,71.61
"406",2015-12-06,2016,1.2,22.87,67,1,"ice",0.24,71.85
"407",2015-12-07,2016,1.3,22.82,68,1,"ice",0.25,72.1
"408",2015-12-08,2016,1.2,22.77,69,1,"ice",0.25,72.35
"409",2015-12-09,2016,1.3,23.02,70,1,"ice",0.25,72.6
"410",2015-12-10,2016,1.5,22.96,71,1,"ice",0.25,72.85
"411",2015-12-11,2016,1.3,23.47,72,1,"ice",0.26,73.11
"412",2015-12-12,2016,1,24.79,73,1,"ice",0.24,73.35
"413",2015-12-13,2016,0.7,24.89,74,1,"ice",0.23,73.58
"414",2015-12-14,2016,0.6,24.56,75,1,"ice",0.22,73.8
"415",2015-12-15,2016,0.6,23.96,76,1,"ice",0.21,74.01
"52",2016-09-13,2016,9.5,13.99,349,0,"no ice",2.42,1774.21
"53",2016-09-14,2016,9.8,14.27,350,0,"no ice",2.42,1776.63
"54",2016-09-15,2016,7.8,14.6,351,0,"no ice",2.32,1778.95
"55",2016-09-16,2016,7.2,14.53,352,0,"no ice",2.23,1781.18
"56",2016-09-17,2016,7.6,14.67,353,0,"no ice",1.99,1783.17
"57",2016-09-18,2016,6.8,14.76,354,0,"no ice",1.36,1784.53
"58",2016-09-19,2016,8.1,14.43,355,0,"no ice",1.5,1786.03
"59",2016-09-20,2016,8.6,14.51,356,0,"no ice",1.63,1787.66
"60",2016-09-21,2016,8.4,NA,357,0,"no ice",1.66,1789.32
"61",2016-09-22,2016,8.7,15.21,358,0,"no ice",1.66,1790.98
"62",2016-09-23,2016,8.7,15.37,359,0,"no ice",1.55,1792.53
"63",2016-09-24,2016,4.9,15.42,360,0,"no ice",1.37,1793.9
"64",2016-09-25,2016,5.1,15.21,361,0,"no ice",1.4,1795.3
"65",2016-09-26,2016,6.4,15.14,362,0,"no ice",1.49,1796.79
"66",2016-09-27,2016,7.6,15.12,363,0,"no ice",1.54,1798.33
"67",2016-09-28,2016,8.6,15.17,364,0,"no ice",1.56,1799.89
"68",2016-09-29,2016,8.7,NA,365,0,"no ice",1.51,1801.4
"416",2016-10-01,2017,8.5,15.4,1,0,"no ice",1.65,1.65
"417",2016-10-02,2017,8.4,15.35,2,0,"no ice",1.57,3.22
"418",2016-10-03,2017,6.3,15.44,3,0,"no ice",1.45,4.67
"419",2016-10-04,2017,1.8,15.55,4,0,"no ice",0.9,5.57
"420",2016-10-05,2017,0.5,15.82,5,0,"no ice",0.88,6.45
"421",2016-10-06,2017,0.7,15.8,6,0,"no ice",1.03,7.48
"422",2016-10-07,2017,1.4,15.91,7,0,"no ice",1.12,8.6
"423",2016-10-08,2017,2.7,16.08,8,0,"no ice",1.18,9.78
"424",2016-10-09,2017,4.1,15.94,9,0,"no ice",1.26,11.04
"425",2016-10-10,2017,3.9,16.08,10,0,"no ice",1.32,12.36
"426",2016-10-11,2017,3,15.87,11,0,"no ice",1.43,13.79
"427",2016-10-12,2017,2.1,15.73,12,0,"no ice",1.51,15.3
"428",2016-10-13,2017,2.6,15.89,13,0,"no ice",1.44,16.74
"429",2016-10-14,2017,2.9,16.12,14,0,"no ice",1.25,17.99
"430",2016-10-15,2017,3,16.31,15,0,"no ice",1.35,19.34
"431",2016-10-16,2017,3.3,16.46,16,0,"no ice",1.34,20.68
"432",2016-10-17,2017,2.6,16.65,17,0,"no ice",1.28,21.96
"433",2016-10-18,2017,1.4,16.79,18,0,"no ice",1.15,23.11
"434",2016-10-19,2017,0.8,16.8,19,0,"no ice",1.15,24.26
"435",2016-10-20,2017,0.3,17.43,20,0,"no ice",0.98,25.24
"436",2016-10-21,2017,0.5,17.64,21,0,"no ice",1,26.24
"437",2016-10-22,2017,0.9,17.63,22,0,"no ice",0.98,27.22
"438",2016-10-23,2017,1.2,17.58,23,0,"no ice",0.98,28.2
"439",2016-10-24,2017,1.9,17.46,24,0,"no ice",0.99,29.19
"440",2016-10-25,2017,2.2,17.41,25,0,"no ice",1.01,30.2
"441",2016-10-26,2017,2,17.5,26,0,"no ice",0.97,31.17
"442",2016-10-27,2017,2.3,17.58,27,0,"no ice",0.96,32.13
"443",2016-10-28,2017,2.9,17.58,28,0,"no ice",0.91,33.04
"444",2016-10-29,2017,3.2,17.48,29,0,"no ice",0.91,33.95
"445",2016-10-30,2017,3.1,17.49,30,0,"no ice",0.91,34.86
"446",2016-10-31,2017,2.5,17.6,31,0,"no ice",0.85,35.71
"447",2016-11-01,2017,1.9,17.69,32,0,"no ice",0.82,36.53
"448",2016-11-02,2017,2.1,17.65,33,0,"no ice",0.83,37.36
"449",2016-11-03,2017,1.9,18.03,34,0,"no ice",0.8,38.16
"450",2016-11-04,2017,2,18.35,35,0,"no ice",0.78,38.94
"451",2016-11-05,2017,2.7,18.44,36,0,"no ice",0.81,39.75
"452",2016-11-06,2017,2,18.39,37,0,"no ice",0.79,40.54
"453",2016-11-07,2017,1,18.44,38,0,"no ice",0.71,41.25
"454",2016-11-08,2017,1,18.82,39,0,"no ice",0.64,41.89
"455",2016-11-09,2017,1.4,19.24,40,0,"no ice",0.62,42.51
"456",2016-11-10,2017,1.8,19.27,41,0,"no ice",0.59,43.1
"457",2016-11-11,2017,1.6,19.55,42,0,"no ice",0.54,43.64
"458",2016-11-12,2017,1.8,19.53,43,0,"no ice",0.54,44.18
"459",2016-11-13,2017,0.8,19.33,44,0,"no ice",0.51,44.69
"460",2016-11-14,2017,0.1,19.59,45,0,"no ice",0.4,45.09
"461",2016-11-15,2017,0.1,19.72,46,0,"no ice",0.4,45.49
"462",2016-11-16,2017,0.1,19.88,47,0,"no ice",0.42,45.91
"463",2016-11-17,2017,-0.1,20.21,48,0,"no ice",0.44,46.35
"464",2016-11-18,2017,-0.1,20.14,49,0,"no ice",0.45,46.8
"465",2016-11-19,2017,0,20.3,50,0,"no ice",0.37,47.17
"466",2016-11-20,2017,0.2,20.63,51,0,"no ice",0.4,47.57
"467",2016-11-21,2017,0.5,20.75,52,0,"no ice",0.41,47.98
"468",2016-11-22,2017,0.5,20.96,53,0,"no ice",0.43,48.41
"469",2016-11-23,2017,0.3,20.96,54,1,"ice",0.39,48.8
"470",2016-11-24,2017,0.3,20.91,55,1,"ice",0.37,49.17
"471",2016-11-25,2017,0.5,21.17,56,1,"ice",0.31,49.48
"472",2016-11-26,2017,0.7,21.53,57,1,"ice",0.29,49.77
"473",2016-11-27,2017,0.7,21.93,58,1,"ice",0.32,50.09
"474",2016-11-28,2017,0.4,22.5,59,1,"ice",0.32,50.41
"475",2016-11-29,2017,0.7,23.18,60,1,"ice",0.33,50.74
"476",2016-11-30,2017,0.4,23.98,61,1,"ice",0.32,51.06
"477",2016-12-01,2017,0.3,24.16,62,1,"ice",0.32,51.38
"478",2016-12-02,2017,0.3,24.23,63,1,"ice",0.34,51.72
"479",2016-12-03,2017,0.3,24.29,64,1,"ice",0.4,52.12
"480",2016-12-04,2017,0.3,24.36,65,1,"ice",0.42,52.54
"481",2016-12-05,2017,0.3,24.42,66,1,"ice",0.38,52.92
"482",2016-12-06,2017,0.3,24.49,67,1,"ice",0.39,53.31
