"","Date","waterYear","Temperature_C","cond_uScm","wy_doy","ice_or_no","ice_presence","Flow","cumulative_dis"
"750",2020-11-17,2021,1.183551535,28.13050903,48,1,"ice",0.31,42.96
"751",2020-11-18,2021,1.387561701,28.19722215,49,1,"ice",0.29,43.25
"752",2020-11-19,2021,1.567803722,27.67127656,50,1,"ice",0.28,43.53
"753",2020-11-20,2021,1.62304124,27.80672601,51,1,"ice",0.27,43.8
"754",2020-11-21,2021,1.468985149,27.64953094,52,1,"ice",0.24,44.04
"755",2020-11-22,2021,1.27319848,27.31270976,53,1,"ice",0.23,44.27
"756",2020-11-23,2021,1.112196107,27.50281691,54,1,"ice",0.23,44.5
"757",2020-11-24,2021,1.732744743,25.9619774,55,1,"ice",0.25,44.75
"758",2020-11-25,2021,1.177469146,24.26611601,56,1,"ice",0.2,44.95
"759",2020-11-26,2021,0.756011942,24.57554868,57,1,"ice",0.16,45.11
"760",2020-11-27,2021,1.647349774,27.24830934,58,1,"ice",0.15,45.26
"761",2020-11-28,2021,1.532159868,28.29865497,59,1,"ice",0.14,45.4
"762",2020-11-29,2021,1.688627479,28.25435983,60,1,"ice",0.13,45.53
"763",2020-11-30,2021,1.544692167,28.4028325,61,1,"ice",0.13,45.66
"764",2020-12-01,2021,1.03985701,28.65431649,62,1,"ice",0.12,45.78
"765",2020-12-02,2021,1.155685534,29.25985615,63,1,"ice",0.11,45.89
"766",2020-12-03,2021,1.143822591,29.49351542,64,1,"ice",0.11,46
"767",2020-12-04,2021,0.866502972,30.77071406,65,1,"ice",0.12,46.12
"768",2020-12-05,2021,0.773550782,31.22078556,66,1,"ice",0.12,46.24
"769",2020-12-06,2021,0.636030627,31.85070083,67,1,"ice",0.12,46.36
"770",2020-12-07,2021,0.539560531,32.34269309,68,1,"ice",0.11,46.47
"771",2020-12-08,2021,0.481948856,32.61579472,69,1,"ice",0.11,46.58
"772",2020-12-09,2021,0.383361501,32.93252073,70,1,"ice",0.1,46.68
"773",2020-12-10,2021,0.341830252,33.24511819,71,1,"ice",0.1,46.78
"774",2020-12-11,2021,0.475571527,33.38399205,72,1,"ice",0.1,46.88
"775",2020-12-12,2021,0.474104351,33.06087281,73,1,"ice",0.11,46.99
"776",2020-12-13,2021,0.267972096,32.64419014,74,1,"ice",0.14,47.13
"777",2020-12-14,2021,0.270872006,33.16875698,75,1,"ice",0.09,47.22
"778",2020-12-15,2021,0.364533736,32.65449035,76,1,"ice",0.11,47.33
"137",2021-09-14,2021,10.98315604,16.86998941,349,0,"no ice",3.28,1931.37
"138",2021-09-15,2021,11.14408915,16.98343628,350,0,"no ice",2.99,1934.36
"139",2021-09-16,2021,10.60788947,NA,351,0,"no ice",2.97,1937.33
"140",2021-09-17,2021,10.53111374,16.75817639,352,0,"no ice",2.92,1940.25
"141",2021-09-18,2021,10.85653497,16.87551934,353,0,"no ice",2.77,1943.02
"142",2021-09-19,2021,10.65125672,16.96703333,354,0,"no ice",2.41,1945.43
"143",2021-09-20,2021,9.613555094,16.92883188,355,0,"no ice",2.67,1948.1
"144",2021-09-21,2021,7.776414549,16.85397014,356,0,"no ice",2.69,1950.79
"145",2021-09-22,2021,6.989150031,17.10959618,357,0,"no ice",2.58,1953.37
"146",2021-09-23,2021,6.914331458,17.36315149,358,0,"no ice",2.54,1955.91
"147",2021-09-24,2021,7.394937906,17.51436649,359,0,"no ice",2.44,1958.35
"148",2021-09-25,2021,8.478666003,17.59823771,360,0,"no ice",2.3,1960.65
"149",2021-09-26,2021,9.027477771,17.64141545,361,0,"no ice",2.15,1962.8
"150",2021-09-27,2021,9.160979549,17.76164535,362,0,"no ice",2.11,1964.91
"151",2021-09-28,2021,9.823294799,17.77735188,363,0,"no ice",2.15,1967.06
"152",2021-09-29,2021,9.098196618,17.91451639,364,0,"no ice",2.38,1969.44
"153",2021-09-30,2021,7.761866976,18.0520059,365,0,"no ice",2.44,1971.88
"779",2021-10-01,2022,7.378148486,18.17090788,1,0,"no ice",2.46,2.46
"780",2021-10-02,2022,6.672855378,18.40138056,2,0,"no ice",2.46,4.92
"781",2021-10-03,2022,6.425702715,18.51996632,3,0,"no ice",2.44,7.36
"782",2021-10-04,2022,6.859136167,18.80306403,4,0,"no ice",2.41,9.77
"783",2021-10-05,2022,7.490668865,19.01718028,5,0,"no ice",2.4,12.17
"784",2021-10-06,2022,8.117952191,19.18167705,6,0,"no ice",2.28,14.45
"785",2021-10-07,2022,8.031565948,19.36445476,7,0,"no ice",2.06,16.51
"786",2021-10-08,2022,6.902043677,19.63801219,8,0,"no ice",2.02,18.53
"787",2021-10-10,2022,4.810196226,19.87044014,10,0,"no ice",1.92,22.55
"788",2021-10-11,2022,2.437156059,20.31310257,11,0,"no ice",1.88,24.43
"789",2021-10-12,2022,2.06826113,20.72493413,12,0,"no ice",1.97,26.4
"790",2021-10-13,2022,2.036354134,20.77311472,13,0,"no ice",1.74,28.14
"791",2021-10-14,2022,0.17489921,21.19124003,14,0,"no ice",1.75,29.89
"792",2021-10-15,2022,0.116984687,21.47534979,15,0,"no ice",1.79,31.68
"793",2021-10-16,2022,0.237651609,21.71058222,16,0,"no ice",1.77,33.45
"794",2021-10-17,2022,0.747292206,22.37983566,17,0,"no ice",1.78,35.23
"795",2021-10-18,2022,1.644753764,22.76453458,18,0,"no ice",1.76,36.99
"796",2021-10-19,2022,2.87443924,22.6321942,19,0,"no ice",1.69,38.68
"797",2021-10-20,2022,3.318598313,22.63917063,20,0,"no ice",1.67,40.35
"798",2021-10-21,2022,3.354948382,22.90803917,21,0,"no ice",1.66,42.01
"799",2021-10-22,2022,3.801163052,23.00176431,22,0,"no ice",1.61,43.62
"800",2021-10-23,2022,3.775127045,23.13409038,23,0,"no ice",1.48,45.1
"801",2021-10-24,2022,2.651672226,22.79118503,24,0,"no ice",1.47,46.57
"802",2021-10-25,2022,1.266603602,22.58994403,25,0,"no ice",1.33,47.9
"803",2021-10-26,2022,1.546084539,22.51541146,26,0,"no ice",1.32,49.22
"804",2021-10-27,2022,0.799957385,22.3162424,27,0,"no ice",1.32,50.54
"805",2021-10-28,2022,0.111876702,22.58030559,28,0,"no ice",1.35,51.89
"806",2021-10-29,2022,0.154164219,22.79057174,29,0,"no ice",1.27,53.16
"807",2021-10-30,2022,0.373925857,22.81415601,30,0,"no ice",1.19,54.35
"808",2021-10-31,2022,0.553857586,22.97577462,31,0,"no ice",1.14,55.49
"809",2021-11-01,2022,0.739005412,22.98253326,32,0,"no ice",1.2,56.69
"810",2021-11-02,2022,0.811119726,23.00502448,33,0,"no ice",1.22,57.91
"811",2021-11-03,2022,0.863243821,23.03945681,34,0,"no ice",1.21,59.12
"812",2021-11-04,2022,0.903181722,23.12386837,35,0,"no ice",1.11,60.23
"813",2021-11-05,2022,0.952479253,23.2201575,36,0,"no ice",1.04,61.27
"814",2021-11-06,2022,1.237401881,23.18154396,37,0,"no ice",0.98,62.25
"815",2021-11-07,2022,1.35105624,23.28898031,38,0,"no ice",0.87,63.12
"816",2021-11-08,2022,1.347587156,23.29022771,39,0,"no ice",0.83,63.95
"817",2021-11-09,2022,1.479217222,23.45076153,40,0,"no ice",0.82,64.77
"818",2021-11-10,2022,1.364815469,23.55339132,41,0,"no ice",0.79,65.56
"819",2021-11-11,2022,0.861854453,23.60967399,42,1,"ice",0.82,66.38
"820",2021-11-12,2022,0.204980325,23.85618615,43,1,"ice",0.85,67.23
"821",2021-11-13,2022,0.097509489,23.84598184,44,1,"ice",0.72,67.95
"822",2021-11-14,2022,0.20071686,23.90267802,45,1,"ice",0.71,68.66
"823",2021-11-15,2022,0.240847911,23.97816125,46,1,"ice",0.7,69.36
"824",2021-11-16,2022,0.326420365,24.07620774,47,1,"ice",0.66,70.02
"825",2021-11-17,2022,0.332178639,24.20603076,48,1,"ice",0.64,70.66
"826",2021-11-18,2022,0.203884337,24.4366251,49,1,"ice",0.59,71.25
"827",2021-11-19,2022,0.100101476,24.91286427,50,1,"ice",0.53,71.78
"828",2021-11-20,2022,0.134173923,25.0875401,51,1,"ice",0.5,72.28
"829",2021-11-21,2022,0.20795198,25.2730801,52,1,"ice",0.55,72.83
"830",2021-11-22,2022,0.177454531,25.35193969,53,1,"ice",0.47,73.3
"831",2021-11-23,2022,0.350225547,25.88593698,54,1,"ice",0.42,73.72
"832",2021-11-24,2022,0.460601169,26.34601576,55,1,"ice",0.42,74.14
"833",2021-11-25,2022,0.533202808,26.64333826,56,1,"ice",0.39,74.53
"834",2021-11-26,2022,0.335876676,26.38771174,57,1,"ice",0.36,74.89
"835",2021-11-27,2022,0.679772378,26.51416625,58,1,"ice",0.35,75.24
"836",2021-11-28,2022,0.790538689,26.84910976,59,1,"ice",0.35,75.59
"837",2021-11-29,2022,0.83696831,27.11136878,60,1,"ice",0.35,75.94
"838",2021-11-30,2022,1.028457439,27.31365503,61,1,"ice",0.35,76.29
"839",2021-12-01,2022,0.781698752,NA,62,1,"ice",0.34,76.63
"840",2021-12-02,2022,0.823300457,NA,63,1,"ice",0.34,76.97
"841",2021-12-03,2022,0.998982859,28.32389243,64,1,"ice",0.35,77.32
"842",2021-12-04,2022,1.025545347,28.56350389,65,1,"ice",0.34,77.66
"843",2021-12-05,2022,0.796892484,28.72253059,66,1,"ice",0.31,77.97
"844",2021-12-06,2022,0.452967319,NA,67,1,"ice",0.3,78.27
"845",2021-12-07,2022,0.190723208,NA,68,1,"ice",0.31,78.58
"846",2021-12-08,2022,0.347154405,NA,69,1,"ice",0.26,78.84
"847",2021-12-09,2022,0.39769925,NA,70,1,"ice",0.27,79.11
"848",2021-12-10,2022,0.508880199,29.65828368,71,1,"ice",0.31,79.42
"849",2021-12-11,2022,0.301380687,29.40557535,72,1,"ice",0.28,79.7
"850",2021-12-12,2022,0.239711021,28.32883118,73,1,"ice",0.27,79.97
"851",2021-12-13,2022,0.561759092,28.9454299,74,1,"ice",0.21,80.18
"852",2021-12-14,2022,0.699803673,29.86509788,75,1,"ice",0.19,80.37
"853",2021-12-15,2022,0.748677352,29.94442969,76,1,"ice",0.17,80.54
"154",2022-09-14,2022,10.55480101,19.91907792,349,0,"no ice",3.32,1927.34
"155",2022-09-15,2022,10.11037916,20.14382472,350,0,"no ice",3.37,1930.71
"156",2022-09-16,2022,9.25738949,20.41762038,351,0,"no ice",3.6,1934.31
"157",2022-09-17,2022,7.927826819,20.58718507,352,0,"no ice",3.97,1938.28
"158",2022-09-18,2022,8.015687552,20.72860483,353,0,"no ice",4,1942.28
"159",2022-09-19,2022,9.022042372,20.86610718,354,0,"no ice",3.88,1946.16
"160",2022-09-20,2022,9.630717431,21.2668849,355,0,"no ice",3.81,1949.97
"161",2022-09-21,2022,10.21376339,21.51034237,356,0,"no ice",3.81,1953.78
"162",2022-09-22,2022,9.733744878,21.87554749,357,0,"no ice",3.76,1957.54
"163",2022-09-23,2022,9.025331632,21.97843323,358,0,"no ice",3.08,1960.62
"164",2022-09-24,2022,7.74651466,22.22051193,359,0,"no ice",2.75,1963.37
"165",2022-09-25,2022,6.905414688,22.29327951,360,0,"no ice",3.01,1966.38
"166",2022-09-26,2022,7.883592837,22.51157393,361,0,"no ice",3.11,1969.49
"167",2022-09-27,2022,9.120777299,22.63310408,362,0,"no ice",2.98,1972.47
"168",2022-09-28,2022,9.526392045,22.73960257,363,0,"no ice",2.79,1975.26
"169",2022-09-29,2022,9.462219962,22.96572466,364,0,"no ice",2.44,1977.7
"170",2022-09-30,2022,8.880603726,22.87142704,365,0,"no ice",2.53,1980.23
"854",2022-10-01,2023,7.88709975,23.03379545,1,0,"no ice",3.24,3.24
"855",2022-10-02,2023,7.082013455,23.72481512,2,0,"no ice",3.62,6.86
"856",2022-10-03,2023,6.497570851,23.69424332,3,0,"no ice",3.84,10.7
"857",2022-10-04,2023,6.134354594,22.91524823,4,0,"no ice",4.23,14.93
"858",2022-10-05,2023,5.760789771,21.67189838,5,0,"no ice",4.3,19.23
"859",2022-10-06,2023,5.909841434,21.83718156,6,0,"no ice",4.11,23.34
"860",2022-10-07,2023,6.333617431,22.74161976,7,0,"no ice",3.83,27.17
"861",2022-10-08,2023,6.282026594,24.15773005,8,0,"no ice",3.64,30.81
"862",2022-10-09,2023,5.881254014,25.32287923,9,0,"no ice",3.42,34.23
"863",2022-10-10,2023,5.745350417,26.44196563,10,0,"no ice",3.04,37.27
"864",2022-10-11,2023,5.627475847,26.91674901,11,0,"no ice",2.15,39.42
"865",2022-10-12,2023,3.735431042,26.31035309,12,0,"no ice",2.09,41.51
"866",2022-10-13,2023,2.998842253,26.05277661,13,0,"no ice",2.34,43.85
"867",2022-10-14,2023,3.239953378,26.15486667,14,0,"no ice",2.35,46.2
"868",2022-10-15,2023,2.931729087,26.43971215,15,0,"no ice",2.31,48.51
"869",2022-10-16,2023,2.980034229,26.62457767,16,0,"no ice",2.25,50.76
"870",2022-10-17,2023,4.036374278,26.57059861,17,0,"no ice",2.12,52.88
"871",2022-10-18,2023,4.115937646,26.61955792,18,0,"no ice",1.91,54.79
"872",2022-10-19,2023,4.011076007,26.62939174,19,0,"no ice",1.72,56.51
"873",2022-10-20,2023,4.149140757,26.65490111,20,0,"no ice",1.68,58.19
"874",2022-10-21,2023,3.668297337,26.66944816,21,0,"no ice",1.5,59.69
"875",2022-10-22,2023,2.696600705,26.80027177,22,0,"no ice",1.14,60.83
"876",2022-10-23,2023,1.467119924,26.98688372,23,0,"no ice",1.19,62.02
"877",2022-10-24,2023,1.010902448,27.05185444,24,0,"no ice",1.2,63.22
"878",2022-10-25,2023,0.125354555,27.73414813,25,0,"no ice",1.1,64.32
"879",2022-10-26,2023,0.460407468,28.64611545,26,0,"no ice",1.1,65.42
"880",2022-10-27,2023,0.768215494,29.39385226,27,0,"no ice",1.26,66.68
"881",2022-10-28,2023,0.81835713,29.73280365,28,0,"no ice",1.27,67.95
"882",2022-10-29,2023,0.867684905,29.89057313,29,0,"no ice",1.22,69.17
"883",2022-10-30,2023,1.134416508,30.3013008,30,0,"no ice",1.18,70.35
"884",2022-10-31,2023,1.527318354,30.22094205,31,1,"ice",1.09,71.44
"885",2022-11-01,2023,1.738022146,29.96326972,32,1,"ice",0.98,72.42
"886",2022-11-02,2023,2.489773087,29.79216625,33,1,"ice",0.9,73.32
"887",2022-11-03,2023,2.853717191,29.78467938,34,1,"ice",0.95,74.27
"888",2022-11-04,2023,2.706933285,29.74517785,35,1,"ice",1.02,75.29
"889",2022-11-05,2023,1.42493766,29.4850509,36,1,"ice",0.84,76.13
"890",2022-11-06,2023,1.259907586,29.50455038,37,1,"ice",0.89,77.02
"891",2022-11-07,2023,2.153780139,29.92237385,38,1,"ice",0.83,77.85
"892",2022-11-08,2023,2.227969024,30.03609844,39,1,"ice",0.8,78.65
"893",2022-11-09,2023,2.129315701,30.1221009,40,1,"ice",0.77,79.42
"894",2022-11-10,2023,1.835033622,30.12753222,41,1,"ice",0.81,80.23
"895",2022-11-11,2023,1.302941181,29.98108236,42,1,"ice",0.7,80.93
"896",2022-11-12,2023,0.930772978,29.99148615,43,1,"ice",0.64,81.57
"897",2022-11-13,2023,1.526662522,30.22646944,44,1,"ice",0.64,82.21
"898",2022-11-14,2023,1.473181191,30.55376622,45,1,"ice",0.64,82.85
"899",2022-11-15,2023,1.541632462,30.73681354,46,1,"ice",0.61,83.46
"900",2022-11-16,2023,1.127930972,31.17131163,47,1,"ice",0.56,84.02
"901",2022-11-17,2023,0.881802257,31.22775396,48,1,"ice",0.56,84.58
"902",2022-11-18,2023,0.866055451,31.50453882,49,1,"ice",0.6,85.18
"903",2022-11-19,2023,0.815876043,32.04862382,50,1,"ice",0.51,85.69
"904",2022-11-20,2023,0.786556457,32.07514531,51,1,"ice",0.45,86.14
"905",2022-11-21,2023,0.732406288,31.56897875,52,1,"ice",0.39,86.53
"906",2022-11-22,2023,1.317357906,31.7697641,53,1,"ice",0.36,86.89
"907",2022-11-23,2023,1.391950986,NA,54,1,"ice",0.35,87.24
"908",2022-11-24,2023,1.331389813,31.89245937,55,1,"ice",0.34,87.58
"909",2022-11-25,2023,1.547926698,32.08650615,56,1,"ice",0.34,87.92
"910",2022-11-26,2023,1.622391378,32.32227059,57,1,"ice",0.35,88.27
"911",2022-11-27,2023,1.566264274,32.56571556,58,1,"ice",0.37,88.64
"912",2022-11-28,2023,0.92746586,32.11552372,59,1,"ice",0.32,88.96
"913",2022-11-29,2023,1.312932294,32.2150825,60,1,"ice",0.4,89.36
"914",2022-11-30,2023,0.898840262,32.76569747,61,1,"ice",0.36,89.72
"915",2022-12-01,2023,0.603811048,33.82933188,62,1,"ice",0.33,90.05
"916",2022-12-02,2023,0.943877546,33.99812712,63,1,"ice",0.29,90.34
"917",2022-12-03,2023,0.978007365,33.88055135,64,1,"ice",0.26,90.6
"918",2022-12-04,2023,0.739522933,NA,65,1,"ice",0.28,90.88
"919",2022-12-05,2023,0.681130094,34.81100971,66,1,"ice",0.28,91.16
"920",2022-12-06,2023,0.655325677,34.60899705,67,1,"ice",0.3,91.46
"921",2022-12-07,2023,0.648300275,34.56097003,68,1,"ice",0.26,91.72
"922",2022-12-08,2023,0.460013708,34.27669198,69,1,"ice",0.27,91.99
"923",2022-12-09,2023,0.285489503,33.73346063,70,1,"ice",0.24,92.23
"924",2022-12-10,2023,0.456767198,33.23674771,71,1,"ice",0.2,92.43
"925",2022-12-11,2023,0.613041667,33.18958333,72,1,"ice",0.17,92.6
"926",2022-12-12,2023,0.712270833,33.36625,73,1,"ice",0.17,92.77
"927",2022-12-13,2023,0.765041667,33.41125,74,1,"ice",0.18,92.95
"928",2022-12-14,2023,0.567291667,33.14333333,75,1,"ice",0.18,93.13
"929",2022-12-15,2023,0.507770833,33.094375,76,1,"ice",0.21,93.34
"171",2023-09-14,2023,9.809225569,16.71078188,349,0,"no ice",4.01,2118.58
"172",2023-09-15,2023,9.313369517,16.90623788,350,0,"no ice",3.96,2122.54
"173",2023-09-16,2023,8.691581684,17.25378326,351,0,"no ice",3.77,2126.31
"174",2023-09-17,2023,8.544036924,17.46110253,352,0,"no ice",3.58,2129.89
"175",2023-09-18,2023,9.329100674,17.72267465,353,0,"no ice",3.38,2133.27
"176",2023-09-19,2023,9.005331042,17.89165354,354,0,"no ice",3.25,2136.52
"177",2023-09-20,2023,8.032400757,18.05601219,355,0,"no ice",3.21,2139.73
"178",2023-09-21,2023,8.023587694,18.21750028,356,0,"no ice",3.1,2142.83
"179",2023-09-22,2023,8.71401433,18.26751115,357,0,"no ice",2.98,2145.81
"180",2023-09-23,2023,8.848397111,18.41381309,358,0,"no ice",2.63,2148.44
"181",2023-09-24,2023,7.059974736,18.64499236,359,0,"no ice",2.41,2150.85
"182",2023-09-25,2023,6.171261753,18.7527092,360,0,"no ice",2.37,2153.22
"183",2023-09-26,2023,7.131257924,18.90515441,361,0,"no ice",2.3,2155.52
"184",2023-09-27,2023,8.174521639,19.0026367,362,0,"no ice",2.15,2157.67
"185",2023-09-28,2023,8.712447653,19.07807604,363,0,"no ice",2.14,2159.81
"186",2023-09-29,2023,8.791793212,19.19284632,364,0,"no ice",2.02,2161.83
"187",2023-09-30,2023,8.453445972,19.22777267,365,0,"no ice",1.95,2163.78
"930",2023-10-01,2024,8.546778017,19.28592125,1,0,"no ice",1.8,1.8
"931",2023-10-02,2024,8.422924333,19.48353066,2,0,"no ice",1.79,3.59
"932",2023-10-03,2024,7.869165427,19.52606333,3,0,"no ice",1.85,5.44
"933",2023-10-04,2024,4.659841639,19.52724979,4,0,"no ice",1.77,7.21
"934",2023-10-05,2024,3.74432574,19.70686413,5,0,"no ice",1.73,8.94
"935",2023-10-06,2024,4.207321365,19.9299767,6,0,"no ice",1.75,10.69
"936",2023-10-07,2024,4.403955861,20.04673875,7,0,"no ice",1.77,12.46
"937",2023-10-08,2024,5.066394191,20.17206684,8,0,"no ice",1.72,14.18
"938",2023-10-09,2024,5.639528222,20.27396823,9,0,"no ice",1.67,15.85
"939",2023-10-10,2024,5.877077063,20.35862205,10,0,"no ice",1.61,17.46
"940",2023-10-11,2024,5.876653927,20.14654767,11,0,"no ice",1.58,19.04
"941",2023-10-12,2024,4.965356535,20.00270413,12,0,"no ice",1.54,20.58
"942",2023-10-13,2024,2.470723997,19.8507758,13,0,"no ice",1.4,21.98
"943",2023-10-14,2024,0.855278446,19.93321111,14,0,"no ice",1.29,23.27
"944",2023-10-15,2024,0.73939873,20.11631694,15,0,"no ice",1.29,24.56
"945",2023-10-16,2024,1.339178715,20.24828583,16,0,"no ice",1.35,25.91
"946",2023-10-17,2024,2.709931663,20.28419017,17,0,"no ice",1.33,27.24
"947",2023-10-18,2024,3.813971726,20.28031,18,0,"no ice",1.22,28.46
"948",2023-10-19,2024,3.194478222,20.35966833,19,0,"no ice",1.21,29.67
"949",2023-10-20,2024,3.704359017,20.44639743,20,0,"no ice",1.18,30.85
"950",2023-10-21,2024,3.858276385,20.54983198,21,0,"no ice",1.16,32.01
"951",2023-10-22,2024,4.170231549,20.60624927,22,0,"no ice",1.11,33.12
"952",2023-10-23,2024,4.618929743,20.52497042,23,0,"no ice",1.06,34.18
"953",2023-10-24,2024,4.438264233,20.34105615,24,0,"no ice",1.01,35.19
"954",2023-10-25,2024,4.067014153,20.45358538,25,0,"no ice",0.95,36.14
"955",2023-10-26,2024,3.32711709,20.34158924,26,0,"no ice",0.88,37.02
"956",2023-10-27,2024,1.907965239,20.51991934,27,0,"no ice",0.82,37.84
"957",2023-10-28,2024,0.564697802,20.73341108,28,0,"no ice",0.85,38.69
"958",2023-10-29,2024,0.182054315,21.07600316,29,0,"no ice",0.94,39.63
"959",2023-10-30,2024,0.22717148,21.16049271,30,0,"no ice",0.95,40.58
"960",2023-10-31,2024,0.321436147,21.24995826,31,1,"ice",0.92,41.5
"961",2023-11-01,2024,0.597803436,21.4934791,32,1,"ice",0.86,42.36
"962",2023-11-02,2024,0.906659537,22.37193819,33,1,"ice",0.8,43.16
"963",2023-11-03,2024,0.986262911,23.12184042,34,1,"ice",0.73,43.89
"964",2023-11-04,2024,1.329951074,23.46562778,35,1,"ice",0.7,44.59
"965",2023-11-05,2024,1.42711726,24.02202267,36,1,"ice",0.64,45.23
"966",2023-11-06,2024,1.553458455,24.65576851,37,1,"ice",0.61,45.84
"967",2023-11-07,2024,1.599816236,24.98186927,38,1,"ice",0.61,46.45
"968",2023-11-08,2024,1.681946222,24.90463809,39,1,"ice",0.65,47.1
"969",2023-11-09,2024,1.519546159,24.54463434,40,1,"ice",0.64,47.74
"970",2023-11-10,2024,1.104692969,24.15984243,41,1,"ice",0.56,48.3
"971",2023-11-11,2024,0.924348194,23.97928976,42,1,"ice",0.48,48.78
"972",2023-11-12,2024,0.922274793,24.1738426,43,1,"ice",0.41,49.19
"973",2023-11-13,2024,1.201321631,24.5967395,44,1,"ice",0.4,49.59
"974",2023-11-14,2024,1.366709608,24.90523591,45,1,"ice",0.37,49.96
"975",2023-11-15,2024,1.206079142,25.18749111,46,1,"ice",0.36,50.32
"976",2023-11-16,2024,1.422505538,25.46504336,47,1,"ice",0.37,50.69
"977",2023-11-17,2024,1.270784635,25.54987911,48,1,"ice",0.33,51.02
"978",2023-11-18,2024,1.143640792,25.23129684,49,1,"ice",0.31,51.33
"979",2023-11-19,2024,1.329121238,25.66268608,50,1,"ice",0.34,51.67
"980",2023-11-20,2024,1.494499063,25.90059319,51,1,"ice",0.32,51.99
"981",2023-11-21,2024,1.452270651,26.20841274,52,1,"ice",0.31,52.3
"982",2023-11-22,2024,1.020181204,26.36757365,53,1,"ice",0.3,52.6
"983",2023-11-23,2024,0.838029656,26.04625017,54,1,"ice",0.29,52.89
"984",2023-11-24,2024,1.110221148,25.70683521,55,1,"ice",0.31,53.2
"985",2023-11-25,2024,1.190172221,26.02762075,56,1,"ice",0.33,53.53
"986",2023-11-26,2024,0.88604959,26.40233334,57,1,"ice",0.3,53.83
"987",2023-11-27,2024,0.405345487,26.16874303,58,1,"ice",0.23,54.06
"988",2023-11-28,2024,0.005709966,NA,59,1,"ice",0.18,54.24
"989",2023-11-29,2024,0.042370693,NA,60,1,"ice",0.18,54.42
"990",2023-11-30,2024,0,NA,61,1,"ice",0.19,54.61
"991",2023-12-01,2024,0.008546617,NA,62,1,"ice",0.23,54.84
"992",2023-12-02,2024,0.205915989,NA,63,1,"ice",0.24,55.08
"993",2023-12-03,2024,0.093178961,NA,64,1,"ice",0.28,55.36
"994",2023-12-07,2024,0.08683216,NA,68,1,"ice",0.15,56.18
"995",2023-12-09,2024,0.153125,NA,70,1,"ice",0.14,56.47
